YearMonth,DISTNO,PrimaryType,CaseCount
2016-05,3,THEFT,178
2016-05,3,BATTERY,242
2016-05,3,CRIMINAL DAMAGE,141
2016-05,21,THEFT,177
2016-05,21,BATTERY,98
2016-05,21,CRIMINAL DAMAGE,63
2016-06,OH,THEFT,36
2016-06,OH,BATTERY,6
2016-06,OH,CRIMINAL DAMAGE,3
2016-06,16,THEFT,148
2016-06,16,BATTERY,118
2016-06,16,CRIMINAL DAMAGE,98
2016-06,17,THEFT,149
2016-06,17,BATTERY,124
2016-06,17,CRIMINAL DAMAGE,71
2016-06,25,THEFT,234
2016-06,25,BATTERY,261
2016-06,25,CRIMINAL DAMAGE,144
2016-06,14,THEFT,290
2016-06,14,BATTERY,127
2016-06,14,CRIMINAL DAMAGE,94
2016-06,24,THEFT,156
2016-06,24,BATTERY,100
2016-06,24,CRIMINAL DAMAGE,108
2016-06,20,THEFT,100
2016-06,20,BATTERY,52
2016-06,20,CRIMINAL DAMAGE,49
2016-06,18,THEFT,562
2016-06,18,BATTERY,135
2016-06,18,CRIMINAL DAMAGE,62
2016-06,19,THEFT,173
2016-06,19,BATTERY,52
2016-06,19,CRIMINAL DAMAGE,50
2016-06,23,THEFT,187
2016-06,23,BATTERY,126
2016-06,23,CRIMINAL DAMAGE,44
2016-06,1,THEFT,502
2016-06,1,BATTERY,97
2016-06,1,CRIMINAL DAMAGE,34
2016-06,12,THEFT,205
2016-06,12,BATTERY,105
2016-06,12,CRIMINAL DAMAGE,71
2016-06,10,THEFT,162
2016-06,10,BATTERY,275
2016-06,10,CRIMINAL DAMAGE,130
2016-06,13,THEFT,176
2016-06,13,BATTERY,105
2016-06,13,CRIMINAL DAMAGE,77
2016-06,11,THEFT,195
2016-06,11,BATTERY,425
2016-06,11,CRIMINAL DAMAGE,154
2016-06,15,THEFT,125
2016-06,15,BATTERY,293
2016-06,15,CRIMINAL DAMAGE,111
2016-06,8,THEFT,291
2016-06,8,BATTERY,277
2016-06,8,CRIMINAL DAMAGE,228
2016-06,4,THEFT,211
2016-06,4,BATTERY,306
2016-06,4,CRIMINAL DAMAGE,142
2016-06,5,THEFT,135
2016-06,5,BATTERY,269
2016-06,5,CRIMINAL DAMAGE,122
2016-06,6,THEFT,275
2016-06,6,BATTERY,334
2016-06,6,CRIMINAL DAMAGE,172
2016-06,22,THEFT,134
2016-06,22,BATTERY,150
2016-06,22,CRIMINAL DAMAGE,89
2016-06,9,THEFT,203
2016-06,9,BATTERY,231
2016-06,9,CRIMINAL DAMAGE,140
2016-06,7,THEFT,153
2016-06,7,BATTERY,333
2016-06,7,CRIMINAL DAMAGE,151
2016-06,2,THEFT,103
2016-06,2,BATTERY,141
2016-06,2,CRIMINAL DAMAGE,74
2016-06,3,THEFT,175
2016-06,3,BATTERY,290
2016-06,3,CRIMINAL DAMAGE,122
2016-06,21,THEFT,177
2016-06,21,BATTERY,95
2016-06,21,CRIMINAL DAMAGE,75
2016-07,OH,THEFT,44
2016-07,OH,BATTERY,6
2016-07,OH,CRIMINAL DAMAGE,8
2016-07,16,THEFT,162
2016-07,16,BATTERY,136
2016-07,16,CRIMINAL DAMAGE,125
2016-07,17,THEFT,167
2016-07,17,BATTERY,94
2016-07,17,CRIMINAL DAMAGE,77
2016-07,25,THEFT,251
2016-07,25,BATTERY,248
2016-07,25,CRIMINAL DAMAGE,163
2016-07,14,THEFT,297
2016-07,14,BATTERY,137
2016-07,14,CRIMINAL DAMAGE,146
2016-07,24,THEFT,145
2016-07,24,BATTERY,101
2016-07,24,CRIMINAL DAMAGE,89
2016-07,20,THEFT,103
2016-07,20,BATTERY,67
2016-07,20,CRIMINAL DAMAGE,52
2016-07,18,THEFT,562
2016-07,18,BATTERY,125
2016-07,18,CRIMINAL DAMAGE,85
2016-07,19,THEFT,180
2016-07,19,BATTERY,53
2016-07,19,CRIMINAL DAMAGE,72
2016-07,23,THEFT,189
2016-07,23,BATTERY,99
2016-07,23,CRIMINAL DAMAGE,35
2016-07,1,THEFT,640
2016-07,1,BATTERY,122
2016-07,1,CRIMINAL DAMAGE,37
2016-07,12,THEFT,239
2016-07,12,BATTERY,90
2016-07,12,CRIMINAL DAMAGE,79
2016-07,10,THEFT,175
2016-07,10,BATTERY,274
2016-07,10,CRIMINAL DAMAGE,139
2016-07,13,THEFT,225
2016-07,13,BATTERY,98
2016-07,13,CRIMINAL DAMAGE,88
2016-07,11,THEFT,194
2016-07,11,BATTERY,336
2016-07,11,CRIMINAL DAMAGE,172
2016-07,15,THEFT,143
2016-07,15,BATTERY,292
2016-07,15,CRIMINAL DAMAGE,130
2016-07,8,THEFT,304
2016-07,8,BATTERY,250
2016-07,8,CRIMINAL DAMAGE,245
2016-07,4,THEFT,204
2016-07,4,BATTERY,318
2016-07,4,CRIMINAL DAMAGE,172
2016-07,5,THEFT,139
2016-07,5,BATTERY,261
2016-07,5,CRIMINAL DAMAGE,147
2016-07,6,THEFT,295
2016-07,6,BATTERY,335
2016-07,6,CRIMINAL DAMAGE,186
2016-07,22,THEFT,146
2016-07,22,BATTERY,116
2016-07,22,CRIMINAL DAMAGE,134
2016-07,9,THEFT,209
2016-07,9,BATTERY,252
2016-07,9,CRIMINAL DAMAGE,150
2016-07,7,THEFT,146
2016-07,7,BATTERY,330
2016-07,7,CRIMINAL DAMAGE,128
2016-07,2,THEFT,136
2016-07,2,BATTERY,140
2016-07,2,CRIMINAL DAMAGE,84
2016-07,3,THEFT,181
2016-07,3,BATTERY,270
2016-07,3,CRIMINAL DAMAGE,138
2016-07,21,THEFT,194
2016-07,21,BATTERY,101
2016-07,21,CRIMINAL DAMAGE,86
2016-08,OH,THEFT,49
2016-08,OH,BATTERY,9
2016-08,OH,CRIMINAL DAMAGE,1
2016-08,16,THEFT,169
2016-08,16,BATTERY,105
2016-08,16,CRIMINAL DAMAGE,102
2016-08,17,THEFT,174
2016-08,17,BATTERY,113
2016-08,17,CRIMINAL DAMAGE,132
2016-08,25,THEFT,255
2016-08,25,BATTERY,234
2016-08,25,CRIMINAL DAMAGE,180
2016-08,14,THEFT,343
2016-08,14,BATTERY,107
2016-08,14,CRIMINAL DAMAGE,107
2016-08,24,THEFT,135
2016-08,24,BATTERY,114
2016-08,24,CRIMINAL DAMAGE,85
2016-08,20,THEFT,120
2016-08,20,BATTERY,58
2016-08,20,CRIMINAL DAMAGE,34
2016-08,18,THEFT,556
2016-08,18,BATTERY,144
2016-08,18,CRIMINAL DAMAGE,85
2016-08,19,THEFT,232
2016-08,19,BATTERY,55
2016-08,19,CRIMINAL DAMAGE,44
2016-08,23,THEFT,206
2016-08,23,BATTERY,106
2016-08,23,CRIMINAL DAMAGE,60
2016-08,1,THEFT,533
2016-08,1,BATTERY,99
2016-08,1,CRIMINAL DAMAGE,38
2016-08,12,THEFT,221
2016-08,12,BATTERY,84
2016-08,12,CRIMINAL DAMAGE,74
2016-08,10,THEFT,159
2016-08,10,BATTERY,306
2016-08,10,CRIMINAL DAMAGE,135
2016-08,13,THEFT,258
2016-08,13,BATTERY,88
2016-08,13,CRIMINAL DAMAGE,103
2016-08,11,THEFT,228
2016-08,11,BATTERY,378
2016-08,11,CRIMINAL DAMAGE,174
2016-08,15,THEFT,143
2016-08,15,BATTERY,216
2016-08,15,CRIMINAL DAMAGE,115
2016-08,8,THEFT,323
2016-08,8,BATTERY,265
2016-08,8,CRIMINAL DAMAGE,228
2016-08,4,THEFT,249
2016-08,4,BATTERY,319
2016-08,4,CRIMINAL DAMAGE,195
2016-08,5,THEFT,158
2016-08,5,BATTERY,246
2016-08,5,CRIMINAL DAMAGE,159
2016-08,6,THEFT,267
2016-08,6,BATTERY,349
2016-08,6,CRIMINAL DAMAGE,186
2016-08,22,THEFT,179
2016-08,22,BATTERY,121
2016-08,22,CRIMINAL DAMAGE,105
2016-08,9,THEFT,228
2016-08,9,BATTERY,234
2016-08,9,CRIMINAL DAMAGE,146
2016-08,7,THEFT,173
2016-08,7,BATTERY,305
2016-08,7,CRIMINAL DAMAGE,157
2016-08,2,THEFT,118
2016-08,2,BATTERY,152
2016-08,2,CRIMINAL DAMAGE,93
2016-08,3,THEFT,188
2016-08,3,BATTERY,265
2016-08,3,CRIMINAL DAMAGE,142
2016-08,21,THEFT,221
2016-08,21,BATTERY,97
2016-08,21,CRIMINAL DAMAGE,75
2016-09,OH,THEFT,38
2016-09,OH,BATTERY,9
2016-09,OH,CRIMINAL DAMAGE,6
2016-09,16,THEFT,173
2016-09,16,BATTERY,102
2016-09,16,CRIMINAL DAMAGE,98
2016-09,17,THEFT,190
2016-09,17,BATTERY,114
2016-09,17,CRIMINAL DAMAGE,78
2016-09,25,THEFT,255
2016-09,25,BATTERY,217
2016-09,25,CRIMINAL DAMAGE,159
2016-09,14,THEFT,345
2016-09,14,BATTERY,127
2016-09,14,CRIMINAL DAMAGE,114
2016-09,24,THEFT,138
2016-09,24,BATTERY,107
2016-09,24,CRIMINAL DAMAGE,75
2016-09,20,THEFT,90
2016-09,20,BATTERY,82
2016-09,20,CRIMINAL DAMAGE,30
2016-09,18,THEFT,578
2016-09,18,BATTERY,123
2016-09,18,CRIMINAL DAMAGE,78
2016-09,19,THEFT,195
2016-09,19,BATTERY,40
2016-09,19,CRIMINAL DAMAGE,51
2016-09,23,THEFT,218
2016-09,23,BATTERY,108
2016-09,23,CRIMINAL DAMAGE,84
2016-09,1,THEFT,540
2016-09,1,BATTERY,94
2016-09,1,CRIMINAL DAMAGE,58
2016-09,12,THEFT,233
2016-09,12,BATTERY,89
2016-09,12,CRIMINAL DAMAGE,87
2016-09,10,THEFT,169
2016-09,10,BATTERY,257
2016-09,10,CRIMINAL DAMAGE,126
2016-09,13,THEFT,264
2016-09,13,BATTERY,87
2016-09,13,CRIMINAL DAMAGE,110
2016-09,11,THEFT,196
2016-09,11,BATTERY,353
2016-09,11,CRIMINAL DAMAGE,176
2016-09,15,THEFT,149
2016-09,15,BATTERY,212
2016-09,15,CRIMINAL DAMAGE,96
2016-09,8,THEFT,277
2016-09,8,BATTERY,265
2016-09,8,CRIMINAL DAMAGE,213
2016-09,4,THEFT,203
2016-09,4,BATTERY,287
2016-09,4,CRIMINAL DAMAGE,162
2016-09,5,THEFT,148
2016-09,5,BATTERY,205
2016-09,5,CRIMINAL DAMAGE,162
2016-09,6,THEFT,232
2016-09,6,BATTERY,312
2016-09,6,CRIMINAL DAMAGE,167
2016-09,22,THEFT,153
2016-09,22,BATTERY,131
2016-09,22,CRIMINAL DAMAGE,99
2016-09,9,THEFT,203
2016-09,9,BATTERY,263
2016-09,9,CRIMINAL DAMAGE,170
2016-09,7,THEFT,161
2016-09,7,BATTERY,288
2016-09,7,CRIMINAL DAMAGE,143
2016-09,2,THEFT,113
2016-09,2,BATTERY,106
2016-09,2,CRIMINAL DAMAGE,85
2016-09,3,THEFT,151
2016-09,3,BATTERY,232
2016-09,3,CRIMINAL DAMAGE,143
2016-09,21,THEFT,211
2016-09,21,BATTERY,83
2016-09,21,CRIMINAL DAMAGE,58
2016-10,OH,THEFT,34
2016-10,OH,BATTERY,9
2016-10,OH,CRIMINAL DAMAGE,3
2016-10,16,THEFT,160
2016-10,16,BATTERY,120
2016-10,16,CRIMINAL DAMAGE,94
2016-10,17,THEFT,196
2016-10,17,BATTERY,94
2016-10,17,CRIMINAL DAMAGE,100
2016-10,25,THEFT,248
2016-10,25,BATTERY,224
2016-10,25,CRIMINAL DAMAGE,144
2016-10,14,THEFT,339
2016-10,14,BATTERY,123
2016-10,14,CRIMINAL DAMAGE,105
2016-10,24,THEFT,164
2016-10,24,BATTERY,126
2016-10,24,CRIMINAL DAMAGE,81
2016-10,20,THEFT,98
2016-10,20,BATTERY,68
2016-10,20,CRIMINAL DAMAGE,52
2016-10,18,THEFT,531
2016-10,18,BATTERY,139
2016-10,18,CRIMINAL DAMAGE,70
2016-10,19,THEFT,222
2016-10,19,BATTERY,57
2016-10,19,CRIMINAL DAMAGE,52
2016-10,23,THEFT,197
2016-10,23,BATTERY,117
2016-10,23,CRIMINAL DAMAGE,52
2016-10,1,THEFT,480
2016-10,1,BATTERY,78
2016-10,1,CRIMINAL DAMAGE,37
2016-10,12,THEFT,218
2016-10,12,BATTERY,94
2016-10,12,CRIMINAL DAMAGE,83
2016-10,10,THEFT,170
2016-10,10,BATTERY,258
2016-10,10,CRIMINAL DAMAGE,162
2016-10,13,THEFT,236
2016-10,13,BATTERY,77
2016-10,13,CRIMINAL DAMAGE,78
2016-10,11,THEFT,191
2016-10,11,BATTERY,315
2016-10,11,CRIMINAL DAMAGE,144
2016-10,15,THEFT,169
2016-10,15,BATTERY,204
2016-10,15,CRIMINAL DAMAGE,111
2016-10,8,THEFT,274
2016-10,8,BATTERY,254
2016-10,8,CRIMINAL DAMAGE,207
2016-10,4,THEFT,222
2016-10,4,BATTERY,299
2016-10,4,CRIMINAL DAMAGE,166
2016-10,5,THEFT,156
2016-10,5,BATTERY,212
2016-10,5,CRIMINAL DAMAGE,155
2016-10,6,THEFT,275
2016-10,6,BATTERY,378
2016-10,6,CRIMINAL DAMAGE,202
2016-10,22,THEFT,132
2016-10,22,BATTERY,128
2016-10,22,CRIMINAL DAMAGE,105
2016-10,9,THEFT,223
2016-10,9,BATTERY,204
2016-10,9,CRIMINAL DAMAGE,125
2016-10,7,THEFT,159
2016-10,7,BATTERY,267
2016-10,7,CRIMINAL DAMAGE,116
2016-10,2,THEFT,134
2016-10,2,BATTERY,126
2016-10,2,CRIMINAL DAMAGE,68
2016-10,3,THEFT,182
2016-10,3,BATTERY,246
2016-10,3,CRIMINAL DAMAGE,134
2016-10,21,THEFT,216
2016-10,21,BATTERY,113
2016-10,21,CRIMINAL DAMAGE,95
2016-11,OH,THEFT,36
2016-11,OH,BATTERY,4
2016-11,OH,CRIMINAL DAMAGE,0
2016-11,16,THEFT,174
2016-11,16,BATTERY,102
2016-11,16,CRIMINAL DAMAGE,77
2016-11,17,THEFT,173
2016-11,17,BATTERY,85
2016-11,17,CRIMINAL DAMAGE,82
2016-11,25,THEFT,252
2016-11,25,BATTERY,194
2016-11,25,CRIMINAL DAMAGE,139
2016-11,14,THEFT,307
2016-11,14,BATTERY,85
2016-11,14,CRIMINAL DAMAGE,108
2016-11,24,THEFT,147
2016-11,24,BATTERY,107
2016-11,24,CRIMINAL DAMAGE,80
2016-11,20,THEFT,80
2016-11,20,BATTERY,56
2016-11,20,CRIMINAL DAMAGE,29
2016-11,18,THEFT,512
2016-11,18,BATTERY,108
2016-11,18,CRIMINAL DAMAGE,83
2016-11,19,THEFT,200
2016-11,19,BATTERY,54
2016-11,19,CRIMINAL DAMAGE,56
2016-11,23,THEFT,177
2016-11,23,BATTERY,91
2016-11,23,CRIMINAL DAMAGE,36
2016-11,1,THEFT,481
2016-11,1,BATTERY,94
2016-11,1,CRIMINAL DAMAGE,49
2016-11,12,THEFT,234
2016-11,12,BATTERY,84
2016-11,12,CRIMINAL DAMAGE,100
2016-11,10,THEFT,155
2016-11,10,BATTERY,216
2016-11,10,CRIMINAL DAMAGE,120
2016-11,13,THEFT,240
2016-11,13,BATTERY,76
2016-11,13,CRIMINAL DAMAGE,90
2016-11,11,THEFT,171
2016-11,11,BATTERY,279
2016-11,11,CRIMINAL DAMAGE,133
2016-11,15,THEFT,121
2016-11,15,BATTERY,202
2016-11,15,CRIMINAL DAMAGE,93
2016-11,8,THEFT,219
2016-11,8,BATTERY,211
2016-11,8,CRIMINAL DAMAGE,185
2016-11,4,THEFT,187
2016-11,4,BATTERY,277
2016-11,4,CRIMINAL DAMAGE,170
2016-11,5,THEFT,137
2016-11,5,BATTERY,217
2016-11,5,CRIMINAL DAMAGE,115
2016-11,6,THEFT,226
2016-11,6,BATTERY,256
2016-11,6,CRIMINAL DAMAGE,177
2016-11,22,THEFT,156
2016-11,22,BATTERY,123
2016-11,22,CRIMINAL DAMAGE,128
2016-11,9,THEFT,179
2016-11,9,BATTERY,194
2016-11,9,CRIMINAL DAMAGE,128
2016-11,7,THEFT,127
2016-11,7,BATTERY,241
2016-11,7,CRIMINAL DAMAGE,127
2016-11,2,THEFT,106
2016-11,2,BATTERY,122
2016-11,2,CRIMINAL DAMAGE,60
2016-11,3,THEFT,156
2016-11,3,BATTERY,233
2016-11,3,CRIMINAL DAMAGE,138
2016-11,21,THEFT,214
2016-11,21,BATTERY,85
2016-11,21,CRIMINAL DAMAGE,55
2016-12,OH,THEFT,38
2016-12,OH,BATTERY,11
2016-12,OH,CRIMINAL DAMAGE,3
2016-12,16,THEFT,147
2016-12,16,BATTERY,111
2016-12,16,CRIMINAL DAMAGE,69
2016-12,17,THEFT,199
2016-12,17,BATTERY,90
2016-12,17,CRIMINAL DAMAGE,71
2016-12,25,THEFT,223
2016-12,25,BATTERY,195
2016-12,25,CRIMINAL DAMAGE,106
2016-12,14,THEFT,334
2016-12,14,BATTERY,96
2016-12,14,CRIMINAL DAMAGE,93
2016-12,24,THEFT,144
2016-12,24,BATTERY,94
2016-12,24,CRIMINAL DAMAGE,49
2016-12,20,THEFT,91
2016-12,20,BATTERY,57
2016-12,20,CRIMINAL DAMAGE,36
2016-12,18,THEFT,571
2016-12,18,BATTERY,111
2016-12,18,CRIMINAL DAMAGE,85
2016-12,19,THEFT,139
2016-12,19,BATTERY,37
2016-12,19,CRIMINAL DAMAGE,50
2016-12,23,THEFT,164
2016-12,23,BATTERY,65
2016-12,23,CRIMINAL DAMAGE,38
2016-12,1,THEFT,490
2016-12,1,BATTERY,79
2016-12,1,CRIMINAL DAMAGE,47
2016-12,12,THEFT,172
2016-12,12,BATTERY,82
2016-12,12,CRIMINAL DAMAGE,53
2016-12,10,THEFT,127
2016-12,10,BATTERY,192
2016-12,10,CRIMINAL DAMAGE,87
2016-12,13,THEFT,203
2016-12,13,BATTERY,51
2016-12,13,CRIMINAL DAMAGE,71
2016-12,11,THEFT,151
2016-12,11,BATTERY,243
2016-12,11,CRIMINAL DAMAGE,107
2016-12,15,THEFT,126
2016-12,15,BATTERY,169
2016-12,15,CRIMINAL DAMAGE,100
2016-12,8,THEFT,209
2016-12,8,BATTERY,205
2016-12,8,CRIMINAL DAMAGE,156
2016-12,4,THEFT,184
2016-12,4,BATTERY,246
2016-12,4,CRIMINAL DAMAGE,130
2016-12,5,THEFT,106
2016-12,5,BATTERY,171
2016-12,5,CRIMINAL DAMAGE,84
2016-12,6,THEFT,198
2016-12,6,BATTERY,273
2016-12,6,CRIMINAL DAMAGE,139
2016-12,22,THEFT,120
2016-12,22,BATTERY,112
2016-12,22,CRIMINAL DAMAGE,82
2016-12,9,THEFT,158
2016-12,9,BATTERY,180
2016-12,9,CRIMINAL DAMAGE,117
2016-12,7,THEFT,124
2016-12,7,BATTERY,225
2016-12,7,CRIMINAL DAMAGE,99
2016-12,2,THEFT,115
2016-12,2,BATTERY,85
2016-12,2,CRIMINAL DAMAGE,46
2016-12,3,THEFT,140
2016-12,3,BATTERY,180
2016-12,3,CRIMINAL DAMAGE,94
2016-12,21,THEFT,156
2016-12,21,BATTERY,67
2016-12,21,CRIMINAL DAMAGE,62
2017-01,OH,THEFT,29
2017-01,OH,BATTERY,9
2017-01,OH,CRIMINAL DAMAGE,2
2017-01,16,THEFT,139
2017-01,16,BATTERY,79
2017-01,16,CRIMINAL DAMAGE,87
2017-01,17,THEFT,200
2017-01,17,BATTERY,119
2017-01,17,CRIMINAL DAMAGE,56
2017-01,25,THEFT,232
2017-01,25,BATTERY,194
2017-01,25,CRIMINAL DAMAGE,129
2017-01,14,THEFT,281
2017-01,14,BATTERY,100
2017-01,14,CRIMINAL DAMAGE,89
2017-01,24,THEFT,140
2017-01,24,BATTERY,92
2017-01,24,CRIMINAL DAMAGE,74
2017-01,20,THEFT,95
2017-01,20,BATTERY,54
2017-01,20,CRIMINAL DAMAGE,42
2017-01,18,THEFT,502
2017-01,18,BATTERY,124
2017-01,18,CRIMINAL DAMAGE,77
2017-01,19,THEFT,139
2017-01,19,BATTERY,55
2017-01,19,CRIMINAL DAMAGE,35
2017-01,23,THEFT,154
2017-01,23,BATTERY,61
2017-01,23,CRIMINAL DAMAGE,34
2017-01,1,THEFT,463
2017-01,1,BATTERY,69
2017-01,1,CRIMINAL DAMAGE,41
2017-01,12,THEFT,186
2017-01,12,BATTERY,81
2017-01,12,CRIMINAL DAMAGE,80
2017-01,10,THEFT,146
2017-01,10,BATTERY,210
2017-01,10,CRIMINAL DAMAGE,97
2017-01,13,THEFT,200
2017-01,13,BATTERY,61
2017-01,13,CRIMINAL DAMAGE,102
2017-01,11,THEFT,182
2017-01,11,BATTERY,253
2017-01,11,CRIMINAL DAMAGE,143
2017-01,15,THEFT,108
2017-01,15,BATTERY,159
2017-01,15,CRIMINAL DAMAGE,101
2017-01,8,THEFT,227
2017-01,8,BATTERY,229
2017-01,8,CRIMINAL DAMAGE,229
2017-01,4,THEFT,187
2017-01,4,BATTERY,262
2017-01,4,CRIMINAL DAMAGE,154
2017-01,5,THEFT,140
2017-01,5,BATTERY,161
2017-01,5,CRIMINAL DAMAGE,109
2017-01,6,THEFT,245
2017-01,6,BATTERY,298
2017-01,6,CRIMINAL DAMAGE,158
2017-01,22,THEFT,135
2017-01,22,BATTERY,118
2017-01,22,CRIMINAL DAMAGE,93
2017-01,9,THEFT,177
2017-01,9,BATTERY,155
2017-01,9,CRIMINAL DAMAGE,126
2017-01,7,THEFT,136
2017-01,7,BATTERY,220
2017-01,7,CRIMINAL DAMAGE,116
2017-01,2,THEFT,84
2017-01,2,BATTERY,96
2017-01,2,CRIMINAL DAMAGE,60
2017-01,3,THEFT,156
2017-01,3,BATTERY,197
2017-01,3,CRIMINAL DAMAGE,117
2017-01,21,THEFT,186
2017-01,21,BATTERY,93
2017-01,21,CRIMINAL DAMAGE,56
2017-02,OH,THEFT,30
2017-02,OH,BATTERY,9
2017-02,OH,CRIMINAL DAMAGE,2
2017-02,16,THEFT,110
2017-02,16,BATTERY,83
2017-02,16,CRIMINAL DAMAGE,72
2017-02,17,THEFT,153
2017-02,17,BATTERY,75
2017-02,17,CRIMINAL DAMAGE,84
2017-02,25,THEFT,197
2017-02,25,BATTERY,159
2017-02,25,CRIMINAL DAMAGE,123
2017-02,14,THEFT,295
2017-02,14,BATTERY,89
2017-02,14,CRIMINAL DAMAGE,88
2017-02,24,THEFT,114
2017-02,24,BATTERY,93
2017-02,24,CRIMINAL DAMAGE,76
2017-02,20,THEFT,73
2017-02,20,BATTERY,48
2017-02,20,CRIMINAL DAMAGE,34
2017-02,18,THEFT,443
2017-02,18,BATTERY,130
2017-02,18,CRIMINAL DAMAGE,55
2017-02,19,THEFT,160
2017-02,19,BATTERY,47
2017-02,19,CRIMINAL DAMAGE,30
2017-02,23,THEFT,153
2017-02,23,BATTERY,68
2017-02,23,CRIMINAL DAMAGE,44
2017-02,1,THEFT,441
2017-02,1,BATTERY,80
2017-02,1,CRIMINAL DAMAGE,39
2017-02,12,THEFT,163
2017-02,12,BATTERY,60
2017-02,12,CRIMINAL DAMAGE,53
2017-02,10,THEFT,125
2017-02,10,BATTERY,184
2017-02,10,CRIMINAL DAMAGE,88
2017-02,13,THEFT,180
2017-02,13,BATTERY,64
2017-02,13,CRIMINAL DAMAGE,37
2017-02,11,THEFT,153
2017-02,11,BATTERY,254
2017-02,11,CRIMINAL DAMAGE,108
2017-02,15,THEFT,93
2017-02,15,BATTERY,182
2017-02,15,CRIMINAL DAMAGE,84
2017-02,8,THEFT,235
2017-02,8,BATTERY,212
2017-02,8,CRIMINAL DAMAGE,169
2017-02,4,THEFT,161
2017-02,4,BATTERY,241
2017-02,4,CRIMINAL DAMAGE,129
2017-02,5,THEFT,120
2017-02,5,BATTERY,181
2017-02,5,CRIMINAL DAMAGE,86
2017-02,6,THEFT,215
2017-02,6,BATTERY,254
2017-02,6,CRIMINAL DAMAGE,124
2017-02,22,THEFT,123
2017-02,22,BATTERY,100
2017-02,22,CRIMINAL DAMAGE,64
2017-02,9,THEFT,168
2017-02,9,BATTERY,157
2017-02,9,CRIMINAL DAMAGE,129
2017-02,7,THEFT,100
2017-02,7,BATTERY,222
2017-02,7,CRIMINAL DAMAGE,101
2017-02,2,THEFT,75
2017-02,2,BATTERY,102
2017-02,2,CRIMINAL DAMAGE,55
2017-02,3,THEFT,124
2017-02,3,BATTERY,207
2017-02,3,CRIMINAL DAMAGE,117
2017-02,21,THEFT,134
2017-02,21,BATTERY,96
2017-02,21,CRIMINAL DAMAGE,41
2017-03,OH,THEFT,29
2017-03,OH,BATTERY,13
2017-03,OH,CRIMINAL DAMAGE,3
2017-03,16,THEFT,132
2017-03,16,BATTERY,108
2017-03,16,CRIMINAL DAMAGE,68
2017-03,17,THEFT,151
2017-03,17,BATTERY,97
2017-03,17,CRIMINAL DAMAGE,62
2017-03,25,THEFT,172
2017-03,25,BATTERY,182
2017-03,25,CRIMINAL DAMAGE,141
2017-03,14,THEFT,238
2017-03,14,BATTERY,118
2017-03,14,CRIMINAL DAMAGE,93
2017-03,24,THEFT,149
2017-03,24,BATTERY,92
2017-03,24,CRIMINAL DAMAGE,77
2017-03,20,THEFT,73
2017-03,20,BATTERY,59
2017-03,20,CRIMINAL DAMAGE,28
2017-03,18,THEFT,423
2017-03,18,BATTERY,118
2017-03,18,CRIMINAL DAMAGE,68
2017-03,19,THEFT,164
2017-03,19,BATTERY,50
2017-03,19,CRIMINAL DAMAGE,33
2017-03,23,THEFT,172
2017-03,23,BATTERY,73
2017-03,23,CRIMINAL DAMAGE,40
2017-03,1,THEFT,473
2017-03,1,BATTERY,116
2017-03,1,CRIMINAL DAMAGE,65
2017-03,12,THEFT,169
2017-03,12,BATTERY,97
2017-03,12,CRIMINAL DAMAGE,62
2017-03,10,THEFT,120
2017-03,10,BATTERY,202
2017-03,10,CRIMINAL DAMAGE,113
2017-03,13,THEFT,151
2017-03,13,BATTERY,85
2017-03,13,CRIMINAL DAMAGE,72
2017-03,11,THEFT,144
2017-03,11,BATTERY,283
2017-03,11,CRIMINAL DAMAGE,115
2017-03,15,THEFT,107
2017-03,15,BATTERY,196
2017-03,15,CRIMINAL DAMAGE,82
2017-03,8,THEFT,210
2017-03,8,BATTERY,238
2017-03,8,CRIMINAL DAMAGE,180
2017-03,4,THEFT,159
2017-03,4,BATTERY,281
2017-03,4,CRIMINAL DAMAGE,165
2017-03,5,THEFT,121
2017-03,5,BATTERY,174
2017-03,5,CRIMINAL DAMAGE,101
2017-03,6,THEFT,229
2017-03,6,BATTERY,295
2017-03,6,CRIMINAL DAMAGE,120
2017-03,22,THEFT,132
2017-03,22,BATTERY,124
2017-03,22,CRIMINAL DAMAGE,88
2017-03,9,THEFT,159
2017-03,9,BATTERY,157
2017-03,9,CRIMINAL DAMAGE,111
2017-03,7,THEFT,114
2017-03,7,BATTERY,251
2017-03,7,CRIMINAL DAMAGE,108
2017-03,2,THEFT,104
2017-03,2,BATTERY,115
2017-03,2,CRIMINAL DAMAGE,66
2017-03,3,THEFT,158
2017-03,3,BATTERY,224
2017-03,3,CRIMINAL DAMAGE,104
2017-03,21,THEFT,156
2017-03,21,BATTERY,95
2017-03,21,CRIMINAL DAMAGE,58
2017-04,OH,THEFT,25
2017-04,OH,BATTERY,10
2017-04,OH,CRIMINAL DAMAGE,1
2017-04,16,THEFT,127
2017-04,16,BATTERY,111
2017-04,16,CRIMINAL DAMAGE,70
2017-04,17,THEFT,183
2017-04,17,BATTERY,95
2017-04,17,CRIMINAL DAMAGE,78
2017-04,25,THEFT,213
2017-04,25,BATTERY,229
2017-04,25,CRIMINAL DAMAGE,127
2017-04,14,THEFT,239
2017-04,14,BATTERY,85
2017-04,14,CRIMINAL DAMAGE,103
2017-04,24,THEFT,137
2017-04,24,BATTERY,109
2017-04,24,CRIMINAL DAMAGE,94
